NoCell	NoD@ NA
Swiss 3T3|H3S28ph, Serum-starved (72h)  Swiss 3T3 fibroblasts, 1h anisomycin treated (188.5 nM), replicate 1|fibroblasts	EmF@ 3T3-Swiss
Swiss 3T3|H3S28ph, Serum-starved (72h)  Swiss 3T3 fibroblasts, replicate 2|fibroblasts	EmF@ 3T3-Swiss
Swiss 3T3|H3S28ph, Serum-starved (72h)  Swiss 3T3 fibroblasts, replicate 1|fibroblasts	EmF@ 3T3-Swiss
Swiss 3T3|Input, Serum-starved (72h)  Swiss 3T3 fibroblasts, 1h anisomycin treated (188.5 nM)|fibroblasts	EmF@ 3T3-Swiss
Swiss 3T3|Input, Serum-starved (72h)  Swiss 3T3 fibroblasts|fibroblasts	EmF@ 3T3-Swiss
iPSC OSKM_test|reprogramming from MEF cell	PSC@ iPS cells
iPSC OSKM8|reprogramming from MEF cell	PSC@ iPS cells
iPSC OSKM5|reprogramming from MEF cell	PSC@ iPS cells
iPSC SNEL3|reprogramming from MEF cell	PSC@ iPS cells
iPSC SNEL1|reprogramming from MEF cell	PSC@ iPS cells
ESC test line|embryo	PSC@ Embryonic Stem Cells
ESC control line (ESC4)|embryo	PSC@ Embryonic Stem Cells
Atf3_HDL_CpG_KO|bone marrow derived macrophage	Bld@ Macrophages
Atf3_HDL_CpG_wildtype|bone marrow derived macrophage	Bld@ Macrophages
Atf3_HDL_KO|bone marrow derived macrophage	Bld@ Macrophages
Atf3_HDL_wildtype|bone marrow derived macrophage	Bld@ Macrophages
Atf3_Unstim_KO|bone marrow derived macrophage	Bld@ Macrophages
Atf3_Unstim_wildtype|bone marrow derived macrophage	Bld@ Macrophages
olfactory epithelium-Dnase Hypersensitivity|olfactory epithelium	Oth@ Olfactory epithelium
mast|primary mast cells	Bld@ Mast Cells
HPC7|ES-derived mutipotent haematopoietic progenitor cell line	PSC@ mESC derived haematopoietic progenitor
C57BL6|TSA H3Ac_ChIP-seq|Left ventricle	CDV@ Heart Ventricles
C57BL6|DMSO H3Ac_ChIP-seq|Left ventricle	CDV@ Heart Ventricles
IDG-SW3|Input_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|Input_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K9me3_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K36me3_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H4K20me1_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K9Ac_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H4K5Ac_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K27Ac_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me3_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me2_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me1_IDGSW3_d35|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K9me3_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K36me3_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H4K20me1_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K9Ac_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H4K5Ac_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K27Ac_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me3_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me2_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
IDG-SW3|H3K4me1_IDGSW3_d3|osteocytic cells	Bon@ IDG-SW3
V6.5 + dCas9|C57BL/6-129|Input|embryonic stem cells	PSC@ Embryonic Stem Cells
V6.5 + dCas9|C57BL/6-129|No-sgRNA-IP|embryonic stem cells	PSC@ Embryonic Stem Cells
V6.5 + dCas9|C57BL/6-129|Nanog-sg3-IP|embryonic stem cells	PSC@ Embryonic Stem Cells
V6.5 + dCas9|C57BL/6-129|Nanog-sg2-IP|embryonic stem cells	PSC@ Embryonic Stem Cells
V6.5 + dCas9|C57BL/6-129|Phc1-sg2-IP|embryonic stem cells	PSC@ Embryonic Stem Cells
V6.5 + dCas9|C57BL/6-129|Phc1-sg1-IP|embryonic stem cells	PSC@ Embryonic Stem Cells
C2C12|C1C12 myotubes differentiated for 96h|fully differentiated myotubes (MT)	Myo@ C2C12
IFE_Sox9_ChIPSeq|intefollicular epidermal cells (IFE)|back skins|integrin 6hi and CD34-  and ScaI-	Epd@ Epidermis
IFE_input DNA_ChIP-Seq|intefollicular epidermal cells (IFE)|back skins|integrin 6hi and CD34-  and ScaI-	Epd@ Epidermis
HFSC_Sox9_ChIPSeq|hair follicle stem cells (HFSCs)|back skins|integrin 6hi and CD34+  and ScaI-	Epd@ Hair Follicle
HFSC_Sox9_ChIP-Seq|hair follicle stem cells (HFSCs)|back skins|integrin 6hi and CD34+  and ScaI-	Epd@ Hair Follicle
C57BL/6|BMM_NoStim_0000_P65|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0060_7hdelay_meH3K27|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0480_meH3K27|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_NoStim_0000_meH3K27|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0360_PolII|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0120_PolII|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_NoStim_0000_PolII|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0240_meH3K27|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
C57BL/6|BMM_LPS_0120_meH3K27|primary murine bone marrow macrophage cells (BMMs)	Bld@ Macrophages
Prep1 hypomorphic|Embryonic fibroblast|empty vector infected cells (hev)	EmF@ MEF
Prep1 hypomorphic|Embryonic fibroblast|empty vector infected cells (heV)	EmF@ MEF
Mutant-ESC-RA-treated|Mutant-ESC-RA-treated	PSC@ mESC derived neural cells
Mutant-ESC-untreated|Mutant-ESC-untreated	PSC@ Embryonic Stem Cells
WT-ESC-RA-treated|WT-ESC-RA-treated	PSC@ mESC derived neural cells
WT-ESC-untreated|WT-ESC-untreated	PSC@ Embryonic Stem Cells
CD-1	Unc@ Unclassified
C57BL/6|mineralizing MC3T3-E1 subclone 4 cells at day 28|mineralizing osteoblast	Bon@ MC3T3-E1
C57BL/6|matrix-depositing MC3T3-E1 subclone 4 cells at day 9|matrix-depositing osteoblast	Bon@ MC3T3-E1
C57BL/6|proliferating preosteoblast MC3T3-E1 subclone 4 cells at day 0|preosteoblast	Bon@ MC3T3-E1
C57BL/6|matrix-depositing MC3T3-E1 subclone 4 cells|matrix-depositing osteoblast	Bon@ MC3T3-E1
KJ1+ transferred CD4 T cells|KJ1+ transferred CD4 T cells|spleen	Bld@ CD4-Positive T-Lymphocytes
KJ1+ naive CD4 T cells|KJ1+ naive CD4 T cells|spleen	Bld@ CD4-Positive T-Lymphocytes
129P2/OlaHsd|Murine Prepancreatic Endoderm Cells|mESC-derived Prepancretic Endoderm Cells	PSC@ mESC derived pancreatic cells
129P2/OlaHsd|Murine Intestinal Endoderm Cells|mESC-derived Intestinal Endoderm Cells	PSC@ mESC derived endoodermal cells
129P2/OlaHsd|Murine Endoderm Cells|mESC-derived Endoderm Cells	PSC@ mESC derived endoodermal cells
129P2/OlaHsd|Murine Mesoderm Cells|mESC-derived Mesoderm Cells	PSC@ mESC derived mesodermal cells
129P2/OlaHsd|Murine Mesendoderm Cells|mESC-derived Mesendoderm Cells	PSC@ mESC derived mesodermal cells
129P2/OlaHsd|Murine Embryonic Stem Cells|mESC	PSC@ Embryonic Stem Cells
MECs, p13, no treatment, input|mammary epithelial cells (MECs)|day 13 of pregnancy	Brs@ Mammary epithelial cells
MECs, control, p13, no treatment, H3K4me3 ChIP|mammary epithelial cells (MECs)|day 13 of pregnancy	Brs@ Mammary epithelial cells
MECs, E2KO, p13, no treatment, H3K4me3 ChIP|mammary epithelial cells (MECs)|day 13 of pregnancy	Brs@ Mammary epithelial cells
mammary tissues, control, p13, no treatment, Stat5 ChIP|mammary|day 13 of pregnancy	Brs@ Mammary cells
mammary tissues, E2KO, p13, no treatment, Stat5 ChIP|mammary|day 13 of pregnancy	Brs@ Mammary cells
mammary tissues, control, p13, no treatment, H3K27me3 ChIP|mammary|day 13 of pregnancy	Brs@ Mammary cells
mammary tissues, E2KO, p13, no treatment, H3K27me3 ChIP|mammary|day 13 of pregnancy	Brs@ Mammary cells
MEF	EmF@ MEF
Liver tissue, pooled, 3 months, input|liver	Liv@ Liver
Liver tissue, DKO, 3 months, H3K27me3 ChIP|liver	Liv@ Liver
Liver tissue, E2KO, 3 months, H3K27me3 ChIP|liver	Liv@ Liver
Liver tissue, E1KO, 3 months, H3K27me3 ChIP|liver	Liv@ Liver
Liver tissue, WT, 3 months, H3K27me3 ChIP|liver	Liv@ Liver
Liver tissue, DKO, 3 months, H3K4me3 ChIP|liver	Liv@ Liver
Liver tissue, E2KO, 3 months, H3K4me3 ChIP|liver	Liv@ Liver
Liver tissue, E1KO, 3 months, H3K4me3 ChIP|liver	Liv@ Liver
Liver tissue, WT, 3 months, H3K4me3 ChIP|liver	Liv@ Liver
C57BL/6|Pre-pro-B cell|Pre-pro-B cell	Bld@ B-Lymphocytes
C57BL/6|DP-T cell|DP-T cell	Bld@ T-Lymphocytes
C57BL/6|DN3 cell|DN3 cell	Bld@ CD4 CD8 double negative cells
3134 murine mammary epithelial cell line|3134-tet (DNSnf2h)	Brs@ 3134
3134 murine mammary epithelial cell line|3134+tet (DNSnf2h)	Brs@ 3134
3134 murine mammary epithelial cell line|3134-tet (DNCHD4)	Brs@ 3134
3134 murine mammary epithelial cell line|3134+tet (DNCHD4)	Brs@ 3134
3134 murine mammary epithelial cell line|3134-tet (DNBrg1)	Brs@ 3134
3134 murine mammary epithelial cell line|3134+tet (DNBrg1)	Brs@ 3134
3134 murine mammary epithelial cell line|3134-tet	Brs@ 3134
3134 murine mammary epithelial cell line|3134+tet	Brs@ 3134
MECs (mammary epithelial cells), p13, input|MECs (mammary epithelial cells)|day 13 of pregnancy	Brs@ Mammary epithelial cells
MECs (mammary epithelial cells), p13, H3K4me3 ChIP|MECs (mammary epithelial cells)|day 13 of pregnancy	Brs@ Mammary epithelial cells
Mammary gland tissues, p13, STAT5A ChIP|mammary gland|day 13 of pregnancy	Brs@ Mammary glands
Mammary gland tissues, p13, input|mammary gland|day 13 of pregnancy	Brs@ Mammary glands
Mammary gland tissues, L1, STAT5A ChIP|mammary gland|at parturition	Brs@ Mammary glands
Mammary gland tissues, L1, input|mammary gland|at parturition	Brs@ Mammary glands
Mammary gland tissues, L1, H3K4me3 ChIP|mammary gland|at parturition	Brs@ Mammary glands
Eednull|in vitro differentiated cells|day 5 of Spinal Motor Neuron in vitro directed differentiation	PSC@ mESC derived neural cells
Eednull|ES cells|ES cells	PSC@ Embryonic Stem Cells
Suz12delta|in vitro differentiated cells|day 5 of Spinal Motor Neuron in vitro directed differentiation	PSC@ mESC derived neural cells
Suz12delta|ES cells|ES cells	PSC@ Embryonic Stem Cells
Suz12GT|in vitro differentiated cells|day 5 of Spinal Motor Neuron in vitro directed differentiation	PSC@ mESC derived neural cells
E14 wild type|in vitro differentiated cells|day 5 of Spinal Motor Neuron in vitro directed differentiation	PSC@ mESC derived neural cells
E14 wild type|ES cells|ES cells	PSC@ Embryonic Stem Cells
C57BL/6J enriched|jejunal crypt intestinal  epithelial cells|crypt epithelium	Dig@ Crypt
BMDCs, LPS, 6 hrs, JunB ChIP|bone marrow-derived dendritic cells	Bld@ Dendritic Cells
BMDCs, LPS, 6 hrs, BATF ChIP|bone marrow-derived dendritic cells	Bld@ Dendritic Cells
BMDCs, LPS, 6 hrs, PU.1 ChIP|bone marrow-derived dendritic cells	Bld@ Dendritic Cells
R1 ES cell|ES cells	PSC@ Embryonic Stem Cells
C57BL/6J|Whole liver|Whole liver|adult	Liv@ Liver
C57BL/6J|Whole kidney|Whole kidney|adult	Kid@ Kidney
C57BL/6J|Whole heart|Whole heart|adult	CDV@ Heart
C57BL/6J|Whole brain|Whole brain|adult	Neu@ Brain
C57BL/6J|Skin fibroblast|Primary fibroblast cell culture|cell culture	Epd@ Dermal fibroblasts
C57BL/6J|Embryonic stem cells|ES cell culture|cell culture	PSC@ Embryonic Stem Cells
C57BL/6J x CD-1 (F1)|PreSertoli cells|Testes|E15.5 embryos	Emb@ Embryonic gonad
lincRNA-p21+/+ murine MEF H3K27me3 ChIP-seq with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21+/+ murine MEF H3K27me3 ChIP-seq without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF H3K27me3 ChIP-seq with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF H3K27me3 ChIP-seq without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21+/+ murine MEF H3K4me3 ChIP-seq with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21+/+ murine MEF H3K4me3 ChIP-seq without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF H3K4me3 ChIP-seq with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF H3K4me3 ChIP-seq without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21+/+ murine MEF WCE input with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21+/+ murine MEF WCE input without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF WCE input with Doxorubicin|mouse embryonic fibroblast (MEF)	EmF@ MEF
lincRNA-p21-/- murine MEF WCE input without Doxorubicin.|mouse embryonic fibroblast (MEF)	EmF@ MEF
E11.5 limb bud, mock ChIP|limb bud	Emb@ Embryonic limb
E11.5 limb bud, FLAG-Gli3 ChIP|limb bud	Emb@ Embryonic limb
C57BL/6|Pro-AR_SPARKI1|ventral prostate	Prs@ Prostate
C57BL/6|Pro-AR_wt1|ventral prostate	Prs@ Prostate
C57BL/6|Pro-rIgG|ventral prostate	Prs@ Prostate
MS12 KDM2Bfl/fl ES cells|Embryonic stem cells, untreated control, sonicated control	PSC@ Embryonic Stem Cells
wildtype-Chd1 MEFs Ser2 ChIP_seq|embryonic fibroblasts	EmF@ MEF
wildtype-Chd1 MEFs N20 ChIP_seq|embryonic fibroblasts	EmF@ MEF
wildtype-Chd1 MEFs FLAG ChIP_seq|embryonic fibroblasts	EmF@ MEF
K510R-Chd1 MEFs Ser2 ChIP_seq|embryonic fibroblasts	EmF@ MEF
K510R-Chd1 MEFs N20 ChIP_seq|embryonic fibroblasts	EmF@ MEF
K510R-Chd1 MEFs FLAG ChIP_seq|embryonic fibroblasts	EmF@ MEF
C57BL/6|Sp1 from cKitPlus progenitors|Flk+ cKit+ progenitor	PSC@ mESC derived haematopoietic progenitor
C57BL/6|Sp1 from E14 Flk1Plus|E14  FLK1+	PSC@ mESC derived haematopoietic progenitor
primary Bcell after 18h treatment of estradiol|primary B cells	Bld@ B-Lymphocytes
primary Bcells untreated|primary B cells	Bld@ B-Lymphocytes
male_WT_LF.input|colon epithelial cells	Dig@ Colon
male_WT_HF.input|colon epithelial cells	Dig@ Colon
CD-1|Mouse back skins|Telogen quiescent hair follicle stem cells|integrin 6 and CD34	Epd@ Hair Follicle
C57BL/6|11 dpc embryonic forebrain_H3K27ac ChIP-seq|forebrain	Emb@ Embryonic brains
C57BL/6|11 dpc embryonic forebrain_H3K4me1 ChIP-seq|forebrain	Emb@ Embryonic brains
wild type ICR|H3K27ac_Epi|caput epididymis	Gon@ Epididymis
wild type ICR|H3K4me1_Epi|caput epididymis	Gon@ Epididymis
wild type ICR|H3K27ac_Kid|kidney	Kid@ Kidney
wild type ICR|H3K4me1_Kid|kidney	Kid@ Kidney
wild type ICR|H3K27ac_Pro|prostate	Prs@ Prostate
wild type ICR|H3K4me1_Pro|prostate	Prs@ Prostate
C2C12 cells|C2C12 Ezh2KD Input	Myo@ C2C12
C2C12 cells|C2C12 Ezh1KD Input	Myo@ C2C12
C2C12 cells|C2C12 SCR Input	Myo@ C2C12
C2C12 cells|C2C12 Ezh2KD antiEzh2	Myo@ C2C12
C2C12 cells|C2C12 Ezh1KD antiEzh2	Myo@ C2C12
C2C12 cells|C2C12 SCR AntiEzh2	Myo@ C2C12
C2C12 cells|C2C12 Ezh2KD antiEzh1	Myo@ C2C12
C2C12 cells|C2C12 Ezh1KD antiEzh1	Myo@ C2C12
C2C12 cells|C2C12 SCR AntiEzh1	Myo@ C2C12
sall4-KO	PSC@ Embryonic Stem Cells
sall4-het	PSC@ Embryonic Stem Cells
ES Cells|Erk1/2 mutant Jmjd3 ChIP	PSC@ Embryonic Stem Cells
ES Cells|wildtype ES Jmjd3 ChIP	PSC@ Embryonic Stem Cells
ES Cells|Erk1/2 mutant ES H3K4me3	PSC@ Embryonic Stem Cells
ES Cells|wildtype ES H3K4me3	PSC@ Embryonic Stem Cells
ES Cells|wildtype ES treated 2i input	PSC@ Embryonic Stem Cells
ES Cells|wildtype ES treated PD03 input	PSC@ Embryonic Stem Cells
ES Cells|wildtype Erk2 2i	PSC@ Embryonic Stem Cells
ES Cells|wildtype Erk2 PD0325901	PSC@ Embryonic Stem Cells
ES Cells|wildtype Erk2 serum	PSC@ Embryonic Stem Cells
C57BL/6J (wild type)|primary CD4+ T cells from spleen and lymph nodes|CD4+ T cell|spleen and lymph node pooled	Bld@ CD4-Positive T-Lymphocytes
C57BL/6|Intestinal villus cells	Dig@ Intestinal villus
C57BL/6|Intestinal crypt cells	Dig@ Crypt
C57BL/6|Intestinal villus enterocytes	Dig@ Intestinal villus
C57BL/6|Intestinal villus goblet cells	Dig@ Intestinal villus
Th9 cells, 16h, STAT5B ChIP|Th9|spleen	Bld@ Th9
Th9 cells, 0h, STAT5B ChIP|Th9|spleen	Bld@ Th9
C57BL/6|Blrp-Ctrl RAW264.7 cells|Macrophage Cell line RAW264.7	Bld@ RAW 264.7
3T3-L1|Nrf1_ChIPseq 3T3-L1_LSD1 cells day 7	EmF@ 3T3-L1
3T3-L1|Input_Nrf1 3T3-L1_LSD1 cells day 7	EmF@ 3T3-L1
3T3-L1|Nrf1_ChIPseq 3T3-L1 cells day 0	EmF@ 3T3-L1
3T3-L1|Input_Nrf1 3T3-L1 cells day 0	EmF@ 3T3-L1
3T3-L1|LSD1_ChIPseq 3T3-L1_LSD1 cells day 7	EmF@ 3T3-L1
3T3-L1|Input_LSD1 3T3-L1_LSD1 cells day 7	EmF@ 3T3-L1
3T3-L1|LSD1_ChIPseq 3T3-L1_LSD1 cells day 0	EmF@ 3T3-L1
3T3-L1|Input_LSD1 3T3-L1_LSD1 cells day 0	EmF@ 3T3-L1
3T3-L1|LSD1_ChIPseq 3T3-L1 cells day 7	EmF@ 3T3-L1
3T3-L1|Input_LSD1 3T3-L1 cells day 7	EmF@ 3T3-L1
3T3-L1|LSD1_ChIPseq 3T3-L1 cells day 0	EmF@ 3T3-L1
3T3-L1|Input_LSD1 3T3-L1 cells day 0	EmF@ 3T3-L1
Pol II ChIP in testis|testis	Gon@ Testis
TAF7L ChIP in testis|testis	Gon@ Testis
IgG IP testis samples as control|testis	Gon@ Testis
C57BL/ 6 female and a CBA male|TT2 G9a-/-andGLP-/-|mES	PSC@ Embryonic Stem Cells
C57BL/6 female and CBA male|TT2 KO for G9a and GLP rescued with G9a-wt|mES	PSC@ Embryonic Stem Cells
C57BL/6|Whole heart	CDV@ Heart
CEBPa from macrophages cells|bone Marrow derived Macrophages	Bld@ Macrophages
MyoD-induced mouse brown preadipocytes, MLL4 KO, input|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, input|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, MLL4 KO, H3K27ac ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, H3K27ac ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, MLL4 KO, H3K4me3 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, H3K4me3 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, MLL4 KO, H3K4me1 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, H3K4me1 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, MLL4 KO, MLL4 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, MLL4 ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, MLL4 KO, MyoD ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, MyoD ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
MyoD-induced mouse brown preadipocytes, WT, MyoD ChIP|MyoD-induced immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, MyoD ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, C/EBPbeta Cre, input|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, C/EBPbeta GFP, input|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, C/EBPbeta Cre, H3K27ac ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, C/EBPbeta GFP, H3K27ac ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, C/EBPbeta Cre, H3K4me1 ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, C/EBPbeta GFP, H3K4me1 ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, C/EBPbeta Cre, MLL4 ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, C/EBPbeta GFP, MLL4 ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, C/EBPbeta Cre, C/EBPbeta ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, MLL4 KO, Vec Cre, C/EBPbeta ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, C/EBPbeta GFP, C/EBPbeta ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
mouse brown preadipocytes, WT, Vec GFP, C/EBPbeta ChIP|immortalized brown preadipocytes	Adp@ Brown preadipocytes
Transformed mouse embryonic fibroblast line, POL-II-S5P ChIP|transformed mouse embryonic fibroblasts	EmF@ MEF
Transformed mouse embryonic fibroblast line, POL-II-S2P ChIP|transformed mouse embryonic fibroblasts	EmF@ MEF
Transformed mouse embryonic fibroblast line, input|transformed mouse embryonic fibroblasts	EmF@ MEF
FDCPmix|FDCPmix|3 days neutrophil differentiation	Bld@ FDCPmix
FDCPmix|FDCPmix|3 days erythroid differentiation	Bld@ FDCPmix
FDCPmix|FDCPmix|na	Bld@ FDCPmix
FVB/N|Peripheral nerve sheath tumor cell line|peripheral nerve sheath tumor cells	Neu@ Nerve Sheath Neoplasms
FVB/N|E10.5 forelimb buds|E10.5 limb bud	Emb@ Embryonic limb
FVB/N|E12.5 atrioventricular canal endocardial cushion|E12.5 endocardial cushion cells	Emb@ Embryonic heart
ES cells|ES Cells|Erk1/2 mutant Ercc3 rep2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant Ercc3 rep 1|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Wildtype Ercc3 rep 2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Wildtype Ercc3 rep 1|ES cells	PSC@ Embryonic Stem Cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 3_input|ES to EpiSc Day3	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 2_input|ES to EpiSc Day2	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 1_input|ES to EpiSc Day1	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 3_N20|ES to EpiSc Day3	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 2_N20|ES to EpiSc Day2	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 1_N20|ES to EpiSc Day1	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 3_Erk2|ES to EpiSc Day3	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 2_Erk2|ES to EpiSc Day2	PSC@ mESC derived epiblast-like cells
ES to EpiSc|ES Cells|ES to EpiSC differentiation day 1_Erk2|ES to EpiSc Day1	PSC@ mESC derived epiblast-like cells
ES cells|ES Cells|Erk2-rescue H3K27me3 rescue expt|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant ES H3K27me3 rescue expt|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype ES H3K27me3 rescue expt|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant input|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype input|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype Erk2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant RNAPII(S5P)|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype RNAPII(S5P)|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant RNAPII(N20)|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype RNAPII(N20) rep2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype RNAPII(N20) rep1|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant ES Jarid2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|wildtype ES Jarid2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant H3K27me3 rep 2|ES cells	PSC@ Embryonic Stem Cells
ES cells|ES Cells|Erk1/2 mutant H3K27me3 rep 1|ES cells	PSC@ Embryonic Stem Cells
