SRA	SRX	MGI	old	new
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080124	K562|chronic myeloid leukemia|chronic myeloid leukemia	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080122	HUVEC|umbilical vein endothelial cells|umbilical vein endothelial cells	CDV@ HUVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080117	HelaS3|cervical carcinoma|cervical carcinoma	Utr@ HeLa?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080115	H1_ES|human embryonic stem cells|human embryonic stem cells	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080040	NB4|NB4 cells (leukemic), ATRA, HpaII NA-Seq|leukemic cells	Bld@ NB-4?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX080036	NB4|NB4 cells (leukemic), ATRA, NlaIII NA-Seq|leukemic cells	Bld@ NB-4?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX070887	CUTLL1|CUTLL1: input|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX070884	CUTLL1|CUTLL1: RBPJ Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX070882	CUTLL1|CUTLL1: Notch1 Chromatin IP|T lymphocyte|T lymphoblastic leukemia/lymphoma	Bld@ CUTLL1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX070877	Chromatin IP against GATA2|umbilical vein endothelial cells	CDV@ HUVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069231	H7-hESC|H7-hESC|Undifferentiated human embryonic stem cells	PSC@ hESC H7?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069226	AG10803|AG10803|Adult human abdominal skin fibroblasts|mesoderm	Epd@ AG10803?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069225	HPdLF|HPdLF|Normal Human Periodontal Ligament Fibroblasts	Oth@ HPdLF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069224	HAEpiC|HAEpiC|Human Amniotic Epithelial Cells	Oth@ HAEpiC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069220	HMVEC-LLy|HMVEC-LLy|Normal Human Lymphatic Microvascular Endothelial Cells, Lung-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069217	HMVEC-dNeo|HMVEC-dNeo|Normal Neonatal Human Microvascular Endothelial Cells (single Donnor), Dermal-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069215	BE2_C|BE2_C|Human neuroblastoma|ectoderm	Neu@ BE(2)-C?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069214	HNPCEpiC|HNPCEpiC|Human Non-Pigment Ciliary Epithelial Cells	Oth@ HNPCEpiC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069213	GM12878|GM12878|lymphoblastoid|International HapMap Project - CEPH/Utah - European Caucasion; Epstein-Barr Virus	Bld@ GM12878?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069211	HRGEC|HRGEC|Human Renal Glomerular Endothelial Cells|Endothelial	Kid@ HRGEC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069209	AG09309|AG09309|Adult human toe fibroblast|mesoderm	Epd@ AG09309?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069208	HIPEpiC|HIPEpiC|Human Iris Pigment Epithelial Cells|ectoderm	Oth@ HIPEpiC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069205	NHLF|NHLF|Normal Human Lung Fibroblasts	Lng@ NHLF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069202	HMVEC-dBl-Ad|HMVEC-dBl-Ad|Normal Adult Human Blood Microvascular Endothelial Cells, Dermal-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069198	HFF-Myc|HFF-Myc|Human Foreskin Fibroblast Cells Expressing Canine cMyc|Fibroblast	Epd@ HFF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069196	LNCaP|LNCaP|prostate adenocarcinoma, LNCaP clone FGC was isolated in 1977 by J.S. Horoszewicz, et al., from a needle aspiration biopsy of the left supraclavicular lymph node of a 50-year-old Caucasian male (blood type B+) with confirmed diagnosis of metastatic prostate carcinoma. - ATCC. (Horoszewicz et al. LNCaP Model of Human Prostatic Carcinoma. Cancer Research 43, 1809-1818, April 1983.)|endoderm	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069195	HFF|HFF|Human Foreskin Fibroblast|Fibroblast	Epd@ HFF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069192	HMVEC-dLy-Ad|HMVEC-dLy-Ad|Normal Adult Human Blood Microvascular Endothelial Cells, Dermal-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069189	BJ|BJ|Skin fibroblast The line was established from skin taken from normal foreskin. - ATCC.  (PMID: 9916803)|mesoderm	Epd@ BJ?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069187	HA-h|HA-h|Human Astrocytes-hippocampal|Astrocytic	Neu@ HA-h?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069186	SKMC|SKMC|Human Skeletal Muscle Cells|mesoderm	Myo@ SKMC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069180	Caco-2|Caco-2|colorectal adenocarcinoma. (PMID: 1939345)	Dig@ Caco-2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069179	HAc|HAc|Human Astrocytes-cerebellar|Astrocytic	Neu@ HAc?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069177	NH-A|NH-A|normal human astrocytes	Neu@ NH-A?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069176	AoAF|AoAF|Normal Human Aortic Adventitial Fibroblast Cells	CDV@ AoAF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069173	A549|A549|epithelial cell line This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old Caucasian male. - ATCC, derived from a lung carcinoma tissue. (PMID: 175022)|endoderm	Lng@ A549?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069172	HGF|HGF|Human Gingival Fibroblasts	Oth@ HGF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069170	HMVEC-dLy-Neo|HMVEC-dLy-Neo|Normal Neonatal Human Lymphatic Microvascular Endothelial Cells, Dermal-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069168	HUVEC|HUVEC|Human Umbilical Vein Endothelial Cell|mesoderm	CDV@ HUVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069164	HMVEC-dBl-Neo|HMVEC-dBl-Neo|Normal Neonatal Human Blood Microvascular Endothelial Cells, Dermal-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069160	NHDF-Ad|NHDF-Ad|Adult Normal Human Dermal Fibroblasts	Epd@ NHDF?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069156	AG04450|AG04450|Fetal lung fibroblast|mesoderm	Lng@ AG04450?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069153	HSMM|HSMM|Normal Human Skeletal Muscle Myoblasts|mesoderm	Myo@ HSMM?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069150	HRCEpiC|HRCEpiC|Human Renal Cortical Epithelial cells (normal)|mesoderm	Kid@ HRCEpiC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069149	NHEK|NHEK|Normal Human Epidermal Keratinocytes|ectoderm	Epd@ NHEK?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069140	HConF|HConF|Human Conjunctival Fibroblast	Oth@ HConF?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069136	RPTEC|RPTEC|Renal Proximal Tubule Epithelial Cells	Kid@ RPTEC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX069135	HMVEC-LBl|HMVEC-LBl|Normal Human Blood Microvascular Endothelial Cells, Lung-Derived	CDV@ HMVEC?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX065557	U2OS|Osteosarcome cell line	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX065555	U2OS|Osteosarcoma cell line	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX062347	CD34+ cells from human patient with t(8:21)|AML patient bone marrow CD34+	Bld@ CD34+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX059701	LNCaP prostate cancer cells|androgen-dependent prostate cancer cells	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX055306	U937|Chromatin IP against RBP2 Large isoform|diffuse histiocytic lymphoma cells	U937|Chromatin IP against RBP2 Large isoform|diffuse histiocytic lymphoma cells
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX055304	U937|Chromatin IP against RBP2|diffuse histiocytic lymphoma cells	U937|Chromatin IP against RBP2|diffuse histiocytic lymphoma cells
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX055155	Primary Cell|Mobilized CD4 Primary Cells|None|CD4+	Bld@ CD4+?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX054579	breast adenocarcinoma cell line|MCF7 cell line stably expressing HA ER E2F1 DNA binding domain mutant	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX054572	breast adenocarcinoma cell line|MCF7 cell line stably expressing HA ER E2F1 wild type	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX050592	H1|embryonic stem cells, control ChIP-seq|embryonic stem cell	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX040575	IMR90|IMR90 human lung fibroblasts	Lng@ IMR-90?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX040573	H1|H1 human embryonic stem cells	PSC@ hESC H1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX038920	Hematopoietic Stem &amp; Progenitor Cells, RNA Pol II ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX038913	Hematopoietic Stem &amp; Progenitor Cells, Ikaros ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX038911	Hematopoietic Stem &amp; Progenitor Cells, Pu.1 ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX038909	Hematopoietic Stem &amp; Progenitor Cells, TAL1 ChIP|CD133+ expanded umbilical cord blood (UCB) cells	Bld@ Hematopoietic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX038778	NCCIT|NCCIT|embryonic carcinoma cell line	PSC@ NCCIT?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX037431	Treg cells from PBMC, normal|Treg cells	Bld@ PBMC?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX031248	NHEK|normal human epidermal keratinocytes	Epd@ NHEK?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX031247	K562|chronic myeloid leukemia	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX029599	Leukemic T-cell line originally derived from a T-ALL patient|Leukemic T-cell	Bld@ T-ALL?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX029316	CD34+CD133+ hematopoietic progenitor cells (HPCs)|CD34+CD133+ hematopoietic progenitor cells (HPCs)	Bld@ CD34 Hematopoietic stem cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX029083	K562|K562 Cells	Bld@ K-562?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX028641	GM12878|lymphoblastoid cell line	Bld@ GM12878?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026642	AML pz12 (leukemic)|hematopoietic cell|leukemic	Bld@ Leukemia, Myeloid?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026083	hiPS line PDB2lox_21|hiPS line PDB2lox_21	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026082	hiPS line PDB1lox_21puro_26|hiPS line PDB1lox_21puro_26	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026081	hiPS line PDB2lox_17|hiPS line PDB2lox_17	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026080	hiPS line PDB1lox_17puro_5|hiPS line PDB1lox_17puro_5	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026079	hiPS line 4|hiPS line 4	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026078	hiPS line C1|hiPS line C1	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026077	hiPS line A6|hiPS line A6	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026076	hiPS line A1|hiPS line A1	PSC@ iPS cells?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026075	hES line WIBR7|hES line WIBR7	PSC@ hESC WIBR7?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026074	hES line WIBR3|hES line WIBR3	PSC@ hESC WIBR3?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026073	hES line WIBR2|hES line WIBR2	PSC@ hESC WIBR2?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026072	hES line WIBR1|hES line WIBR1	PSC@ hESC WIBR1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026071	hES line BG03|hES line BG03	PSC@ hESC BG03?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026070	hES line BG01|hES line BG01	PSC@ hESC BG01?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX026069	human fibroblast line GM|human fibroblast line GM	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX023136	Embyonic stem cells|pluripotent and self-renewing cells	PSC@ Embryonic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX022742	MCF7|MCF7 cells|human breast cancer cell	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX022397	GM10861|lymphoblastoid, GM10861, vitamin D|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX022395	GM10861|lymphoblastoid, GM10861, unstimulated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX022393	GM10855|lymphoblastoid, GM10855, vitamin D|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX022391	GM10855|lymphoblastoid, GM10855, unstimulated|lymphoblastoid	Bld@ Lymphoblastoid cell lines?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX021984	Human Cultured Primary Erythroblasts|Human Cultured Primary Erythroblasts	Bld@ Erythroblasts?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020930	LnCaP - R1881 - Chromatin IP against H3K4me3	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020928	LnCaP - Ethanol - Chromatin IP against H3K4me3	Prs@ LNCAP?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020769	U2OS|Chromatin IP against p53-pS46|osteosarcoma	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020767	U2OS|Chromatin IP against p53-pS15|osteosarcoma	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020765	U2OS|Chromatin IP against p53|osteosarcoma	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020509	U2OS|U2OS cells, ERb vector transfected with Doxycycline added and E2 treatment	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX020508	U2OS|U2OS cells, ERb vector transfected with Doxycycline added	Bon@ U2OS?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX019964	GM06990|Peripheral vein|Epstein-Barr Virus transformed lymphoblastoid	Bld@ GM06990?4
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX019936	MCF-7 breast cancer cell line|ATCC MCF-7 cells	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX019934	mammosphere-derived epithelial cells from #68 patient|mammosphere-derived epithelial cells (MDECs)	Brs@ Mammosphere?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX019932	mammosphere-derived epithelial cells from #67 patient|mammosphere-derived epithelial cells (MDECs)	Brs@ Mammosphere?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX019617	Shef 4 cells|ES cells|ES cells	PSC@ Embryonic Stem Cells?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018834	MCF-7|breast carcinoma cell line|breast carcinoma cell line	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018805	hES cell line WIBR3|hES line WIBR3 20% O2	PSC@ hESC WIBR3?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018804	hES cell line WIBR2|hES line WIBR2 20% O2	PSC@ hESC WIBR2?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018803	hES cell line WIBR1|hES line WIBR1 20% O2	PSC@ hESC WIBR1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018802	hES cell line WIBR3|hES line WIBR3 5% O2	PSC@ hESC WIBR3?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018801	hES cell line WIBR2|hES line WIBR2 5% O2	PSC@ hESC WIBR2?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018800	hES cell line WIBR1|hES line WIBR1 5% O2	PSC@ hESC WIBR1?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018657	Rh4|Rh4, pFM2 IP|rhabdomyosarcoma	Myo@ Rh-4?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018611	CD4+ T cells|CD4+ T cells, ChIP_Seq	Bld@ CD4-Positive T-Lymphocytes?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018504	T24 bladder cancer cells|G0/G1 T24 Cells	Oth@ T24?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX018503	T24 bladder cancer cells|Mitotic T24 Cells	Oth@ T24?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX016980	Saos-2|p53 Saos-2 cell line|osteosarcoma	Bon@ Saos-2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX016978	Saos-2|TAp73beta Saos-2 cell line|osteosarcoma	Bon@ Saos-2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX016976	Saos-2|TAp73alpha Saos-2 cell line|osteosarcoma	Bon@ Saos-2?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX016327	MCF7|MCF7|estrogen-responsive breast cancer	Brs@ MCF-7?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX014774	APL cells _pz74	Bld@ Leukemia, Myeloid?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX007142	MDA-MB-231|Human breast adenocarcinoma cell line	Brs@ MDA-MB-231?1
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX003795	primary CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes?3
2	2	http://www.ncbi.nlm.nih.gov/sra?term=ERX302079	CC-2538 (product number)|normal osteoblast|not applicable	Bon@ CC-2538?0
2	2	http://www.ncbi.nlm.nih.gov/sra?term=DRX021254	HeLa|HeLa cells stably expressing HA-GRWD1 were established using retroviral vector.	HeLa|HeLa cells stably expressing HA-GRWD1 were established using retroviral vector.
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX959082	MCF-7|MCF-7 culture cells	Brs@ MCF-7?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX850183	T47D|Breast Cancer|Breast	Brs@ T-47D?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX769985	HeLa|Cervix|Adenocarcinoma|Cervix	Utr@ HeLa?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX758326	HMLER|cell line	HMLER|cell line
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX758323	HMEC-hTERT|cell line	HMEC-hTERT|cell line
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX747805	MCF-7|ChIP-seq_ER_siFOXA1_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX690299	A549|Lung	A549|Lung
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX608345	HEK293T|HEK293T_emx1 sgRNA	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX608343	HEK293T|HEK293T_none (control)	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX603421	HCT116|HCT116|colon cancer	HCT116|HCT116|colon cancer
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX595703	coilin-LAP HeLa|HeLa Kyoto	Utr@ HeLa?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545964	863b	863b
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545962	445a	445a
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545960	029b	029b
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545958	247b	247b
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545956	246	246
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545954	224b	224b
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX545952	224a	224a
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX540661	RWPE-1_Ctrl|prostate|epithelial	RWPE-1_Ctrl|prostate|epithelial
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX535419	MCF7|MCF7_H3K27ac_EtOH|human breast adenocarcinoma	MCF7|MCF7_H3K27ac_EtOH|human breast adenocarcinoma
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX535417	MCF7|MCF7_H3K4me3_EtOH|human breast adenocarcinoma	MCF7|MCF7_H3K4me3_EtOH|human breast adenocarcinoma
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX535415	MCF7|MCF7_H3K4me1_EtOH|human breast adenocarcinoma	MCF7|MCF7_H3K4me1_EtOH|human breast adenocarcinoma
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX528312	H3K27ac_ChIPseq_Human|sperm	Gon@ Sperm?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX528310	H3K4me1_ChIPseq_Human|sperm	Gon@ Sperm?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX476923	keratinocytes_overexpressing LACZ_differentiation medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes?3
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX451079	IIDP/donor 790|Islet|Cadaveric Islet	Pan@ Pancreatic islets?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX398301	SW480|Colon Carcinoma|Colon Carcinoma	Dig@ SW 480?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX387611	HMLE_Twist3D_H3K27me3|human mammary epithelial cells	Brs@ HMLE?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX387604	HMLE_Parental_H3K27me3|human mammary epithelial cells	Brs@ HMLE?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX367014	AC16|p65_ChIP-seq_TNF|cardiomyocytes	CDV@ AC16?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX367012	AC16|p65_ChIP-seq_Vehicle|cardiomyocytes	CDV@ AC16?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX342209	HEK293T|HEK_BRD4_ChIP-seq	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX342208	HEK293T|HEK_IgG_ChIP-seq	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX327639	HEK293T|HEK293T|kidney	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX312102	C4-12/Flag.ER-beta|Genomic DNA	C4-12/Flag.ER-beta|Genomic DNA
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX312100	C4-12/Flag.ER-beta|ChIP'ed DNA	C4-12/Flag.ER-beta|ChIP'ed DNA
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX295041	HCT116|HCT116_Input	Dig@ HCT 116?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX295039	HCT116|HCT116_MeCP2	Dig@ HCT 116?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX295037	IMR90|IMR90_Input	Lng@ IMR-90?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX264465	Melanoma	Epd@ Melanoma?3
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX264456	MV4;11	Bld@ MV-4-11?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX255043	HuRef|Lymphoblast	Bld@ HuRef?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX246078	MS4221|Lymphoblast	Bld@ MS4221?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX246077	IMS13q|Lymphoblast	Bld@ IMS13q?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX246076	PDNC4|Fibroblast	Oth@ PDNC-4?0
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX243626	MKN28|MKN28|gastric cancer cell	Dig@ MKN-28?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX204661	H293T|H293T	Kid@ 293?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201278	HBVSMC|HBVSMC|brain vascular smooth muscle cells.|mesoderm	Myo@ HBVSMC?4
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX194571	MCF7|GREB1_ICI_ChIP	Brs@ MCF-7?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX194570	MCF7|GREB1_ChIP	Brs@ MCF-7?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX194569	MCF7|ER_ChIP	Brs@ MCF-7?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX190174	T-47D	T-47D
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX188595	WSU-DLCL2|WSU-DLCL2	Bld@ WSU-DLCL2?1
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX188593	KARPAS-422|KARPAS-422	Bld@ KARPAS-422?1
