NoCell	NoD@ NA
GM19144|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19127|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19128|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19130|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19131|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19140|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19116|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19209|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19200|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19172|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19102|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19210|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19093|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18870|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18862|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18861|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18856|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18508|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18507|Lymphoblastoid cell lines	Bld@ GM18507
GM18504|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM18502|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
HCT116|Input DNA|colorectal cancer cell	Dig@ HCT 116
HCT116|p53 ChIP-seq|colorectal cancer cell	Dig@ HCT 116
HEK293|Human embryonic kidney cells	Kid@ 293
LNCaP|CK2 ChIP-seq|Prostate Carcinoma Cells	Prs@ LNCAP
HeLaS3|HeLaS3_egfa-t1 sgRNA	Utr@ HeLa
HeLaS3|HeLaS3_emx1 sgRNA	Utr@ HeLa
HeLaS3|HeLaS3_none (control)	Utr@ HeLa
the human primary mammary epithelial cell line (HMEC) immortalised by expressing hTERT, the catalytical subunit of telomerase|HMET|epithelial|Mammary epithelial Cells	Brs@ HMEC
HeLa|HeLa|IP with Ab   rabbit IgG (Santa Cruz, sc-2027)	Utr@ HeLa
H3_ChIPSeq_Human|sperm	Gon@ Sperm
HEK 293|HEK 293 cells	Kid@ 293
LS174T|LS174T, H3K4me1 ChIP|colorectal carcinoma	Dig@ LS-174T
LS174T|LS174T, H3K4me3 ChIP|colorectal carcinoma	Dig@ LS-174T
LS174T|LS174T, H3K27ac ChIP|colorectal carcinoma	Dig@ LS-174T
LEC-219|Kidney epithelium|Kidney epithelial cells	Oth@ LEC
BJAB-219|Human Burkitt lymphoma|Human Burkitt lymphoma B cells	Bld@ BJAB
BJAB|Human Burkitt lymphoma|Human Burkitt lymphoma B cells	Bld@ BJAB
BEC-219|Dermal blood endothelium|Dermal blood endothelial cells	CDV@ BEC
BEC|Dermal blood endothelium|Dermal blood endothelial cells	CDV@ BEC
Vertebral Cancer of Prostate (VCaP)|VCaP_H3K4me2_R1881|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_IgG|bone metastasis of prostate cancer	Prs@ VCaP
BJ|BJ_untreated_IgG|Human diploid foreskin fibroblasts (BJ) immortalized with hTERT	Epd@ BJ
BJ|BJ_DNA damage_p53|Human diploid foreskin fibroblasts (BJ) immortalized with hTERT	Epd@ BJ
BJ|BJ_untreated_p53|Human diploid foreskin fibroblasts (BJ) immortalized with hTERT	Epd@ BJ
BJ|BJ_DNA damage_JMJD3|Human diploid foreskin fibroblasts (BJ) immortalized with hTERT	Epd@ BJ
BJ|BJ_untreated_JMJD3|Human diploid foreskin fibroblasts (BJ) immortalized with hTERT	Epd@ BJ
K562 cells|TBP ChIP-seq (Human K562 cells) Rep 1	Bld@ K-562
MCF10A|MCF10A	Brs@ MCF 10A
C4-2|C4-2_p300 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
prostate tissue_ARRB1 ChIP|human prostate tissue	Prs@ Prostate
prostate tissue_H3K4me3 ChIP|human prostate tissue	Prs@ Prostate
prostate tissue_H3K4me1 ChIP|human prostate tissue	Prs@ Prostate
C4-2|C4-2_H3K4me3 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|C4-2_H3K4me1 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|C4-2_RNAPolII ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|nucARRB1_H3K4me3 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|nucARRB1_H3K4me1 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|nucARRB1_RNAPolII ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|nucARRB1_p300 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|nucARRB1_ARRB1 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
C4-2|C4-2_ARRB1 ChIP|immortalised prostate epithelial cells	Bld@ C4-2
Hela|cervical cancer cells	Utr@ HeLa
twin 2_euploid_fetal primary fibroblasts_ChIP|Fetal primary fibroblasts|Euploid	Oth@ Fibroblasts
twin 1_T21_fetal primary fibroblasts_ChIP|Fetal primary fibroblasts|Trisomy 21	Oth@ Fibroblasts
Transformed human primary mammary epithelial cell line (HMEC) immortalised by expressing hTERT, the catalytical subunit of telomerase|epithelial|Epithelial|transformed epithelial cell line	Brs@ HMEC
the human primary mammary epithelial cell line (HMEC) immortalised by expressing hTERT, the catalytical subunit of telomerase|epithelial|Mammary epithelial Cells	Brs@ HMEC
keratinocytes_overexpressing SNAI2_differentiation medium_Input|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_overexpressing LACZ_differentiation medium_Input|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_overexpressing SNAI2_growth medium_Input|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_overexpressing LACZ_growth medium_Input|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_SNAI2 knockdown_growth medium_Input|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_control shRNA_growth medium_Input|Human keratinocytes	Epd@ Keratinocytes
THP-1|THP-1 WCE ChIPseq|monocytic cell	Bld@ THP-1
THP-1|THP-1 RAD21 ChIPseq|monocytic cell	Bld@ THP-1
THP-1|THP-1 CTCF ChIPseq|monocytic cell	Bld@ THP-1
Skin fibroblast cells|Primary Dermal Fibroblast|skin, upper arm	Epd@ Dermal fibroblast
Endothelial cells|Primary Human Aortic Endothelial Cells (HAECs)	CDV@ HAEC
HAEC input SAHA|Primary Human Aortic Endothelial Cells (HAECs)	CDV@ HAEC
HAEC input control|Primary Human Aortic Endothelial Cells (HAECs)	CDV@ HAEC
BC-3|pleural effusion	Bld@ BC-3
pleural effusion	Lng@ Pleural Effusion
D14-erythroid cells, input|erythroid cells|polychromatic ~ orthochromatic erythroblast	Bld@ Erythroblasts
D11-erythroid cells, input|erythroid cells|basophilic ~ polychromatic erythroblast	Bld@ Erythroblasts
D8-erythroid cells, input|erythroid cells|proerythroblast	Bld@ Erythroblasts
D14-erythroid cells, TR4 ChIP|erythroid cells|polychromatic ~ orthochromatic erythroblast	Bld@ Erythroblasts
D11-erythroid cells, TR4 ChIP|erythroid cells|basophilic ~ polychromatic erythroblast	Bld@ Erythroblasts
D8-erythroid cells, TR4 ChIP|erythroid cells|proerythroblast	Bld@ Erythroblasts
HeLa-siAnp32e	Utr@ HeLa
AD04DF_LMNA|Dermal fibroblast|Skin|Skin, arm|Adult	Epd@ Dermal fibroblast
Lonza, CC-2511|LDF_LMNA|Dermal fibroblast|Skin|Adult	Epd@ Dermal fibroblast
LY2|Ly2 Input_control|breast cancer	Brs@ LY2
LY2|Ly2 HoxC11_Untreated|breast cancer	Brs@ LY2
LY2|Ly2 HoxC11_Tamoxifen|breast cancer	Brs@ LY2
KYSE150|KYSE150_shCtrl_H3K4me3	Dig@ KYSE-150
KYSE150|KYSE150_shJMJD2C_H3K9me3	Dig@ KYSE-150
KYSE150|KYSE150_shCtrl_H3K9me3	Dig@ KYSE-150
KYSE150|KYSE150_shJMJD2C_H3K36me3	Dig@ KYSE-150
KYSE150|KYSE150_shCtrl_H3K36me3	Dig@ KYSE-150
KYSE150|KYSE150_IgG	Dig@ KYSE-150
KYSE150|KYSE150_shJMJD2C_JMJD2C	Dig@ KYSE-150
KYSE150|KYSE150_shCtrl_JMJD2C	Dig@ KYSE-150
HMLE_Twist3D_H3|human mammary epithelial cells	Brs@ HMLE
HMLE_Twist2D_H3|human mammary epithelial cells	Brs@ HMLE
HMLE_Twist2D_H3K4me3|human mammary epithelial cells	Brs@ HMLE
HMLE_Twist2D_H3K27me3|human mammary epithelial cells	Brs@ HMLE
HMLE_Parental_H3|human mammary epithelial cells	Brs@ HMLE
HMLE_Parental_H3K4me3|human mammary epithelial cells	Brs@ HMLE
Prostate cancer cell line VCaP|VCaP	Prs@ VCaP
human epidermal keratinocytes, MAFB ChIP|primary human epidermal keratinocytes|foreskin	Epd@ Keratinocytes
human epidermal keratinocytes, MAF ChIP|primary human epidermal keratinocytes|foreskin	Epd@ Keratinocytes
U937|U937 clone 2MIXL containing MIXL1 enforced expression vector, grown for 48 hours before harvest|Established cell culture from histiocytic lymphoma|histiocytic lymphoma	Bld@ U-937
U937|U937 clone 1MIXL containing MIXL1 enforced expression vector, grown for 48 hours before harvest|Established cell culture from histiocytic lymphoma|histiocytic lymphoma	Bld@ U-937
hESC derived posterior foregut (MHG)|hESC derived posterior foregut (MHG)	PSC@ hESC derived mesendodermal cells
hESC derived posterior foregut (PFG)|hESC derived posterior foregut (PFG)	PSC@ hESC derived mesendodermal cells
H1 Trophectoderm cells|H1 Trophectoderm cells	PSC@ hESC derived trophoblast cells
H1 Neuronal Progenitor cells|H1 Neuronal Progenitor cells	PSC@ hESC derived neural cells
H1 Mesenchymal stem cells|H1 Mesenchymal stem cells	PSC@ hESC derived mesendodermal cells
H1 Mesendoderm cells|H1 Mesendoderm cells	PSC@ hESC derived mesendodermal cells
H1 embryonic stem cells|H1 embryonic stem cells	PSC@ hESC H1
pancreatic islets, H3K4me3 ChIP|pancreatic islets	Pan@ Pancreatic islets
HuG-1|HUG1N_control|gastric carcinoma	Dig@ HuG1-N
HuG-1|HUG1N_GATA6_ChIP|gastric carcinoma	Dig@ HuG1-N
AGS|AGS_control|gastric carcinoma	Dig@ AGS
AGS|AGS_GATA6_ChIP|gastric carcinoma	Dig@ AGS
Human tumour tissue|CC135745_T2	Oth@ Tumour tissues
Human tumour tissue|CC316812_T1	Oth@ Tumour tissues
Human tumour tissue|CC106585_T3	Oth@ Tumour tissues
HCT116|HCT116 Colon Cancer Cells|Colon Cancer	Dig@ HCT 116
Namalwa|Burkitt's lymphoma cell line	Bld@ NAMALWA
Reh|Pro-B lymphoblastic leukemia cell line	Bld@ REH
L591|Hodgkin's Lymphoma cell line	Bld@ L-591
L428|Hodgkin's Lymphoma cell line	Bld@ L-428
L1236|Hodgkin's Lymphoma cell line	Bld@ L-1236
KATOIII|KATOIII GATA6|gastric cancer	Dig@ KATO III
KATOIII|KATOIII GATA4|gastric cancer	Dig@ KATO III
KATOIII|KATOIII KLF5|gastric cancer	Dig@ KATO III
KATOIII|KATOIII Input|gastric cancer	Dig@ KATO III
AGS|AGS GATA6|gastric cancer	Dig@ AGS
AGS|AGS GATA4|gastric cancer	Dig@ AGS
AGS|AGS KLF5|gastric cancer	Dig@ AGS
AGS|AGS Input|gastric cancer	Dig@ AGS
YCC3|YCC3 GATA6|gastric cancer	Dig@ YCC3
YCC3|YCC3 GATA4|gastric cancer	Dig@ YCC3
YCC3|YCC3 KLF5|gastric cancer	Dig@ YCC3
YCC3|YCC3 Input|gastric cancer	Dig@ YCC3
LN229 glioblastoma cell line|LN229 human glioblastoma cell line with GFP overexpression	Neu@ LN-229
LN229 glioblastoma cell line|LN229 human glioblastoma cell line with SOX4 overexpression	Neu@ LN-229
MM1.S|MM1S_WCE_forBRD3rep1-3|Multiple myeloma	Bld@ MM.1S
MM1.S|MM1S_BRD3_AB367A|Multiple myeloma	Bld@ MM.1S
MM1.S|MM1S_WCE_forBRD2rep1-BRD3AB367A|Multiple myeloma	Bld@ MM.1S
MM1.S|MM1S_WCE_forBRD2rep2-3|Multiple myeloma	Bld@ MM.1S
RPMI-8402|T-ALL cell line|Jurkat T-ALL cell line	Bld@ Jurkat
A549|A549_Smad3	Lng@ A549
A549|A549_input	Lng@ A549
H441|H441_Smad4_siTTF-1	Lng@ NCI-H441
H441|H441_Smad4_siControl	Lng@ NCI-H441
H441|H441_input_2	Lng@ NCI-H441
H441|H441_TTF-1_1p5h	Lng@ NCI-H441
H441|H441_TTF-1_0h	Lng@ NCI-H441
H441|H441_Smad3_siTTF-1	Lng@ NCI-H441
H441|H441_Smad3_siControl	Lng@ NCI-H441
H441|H441_input_1	Lng@ NCI-H441
LREX'|AR Input sample|Prostate Cancer	Prs@ LREX
LREX'|GR Input sample|Prostate Cancer	Prs@ LREX
LREX'|IP:AR with DHT treatment|Prostate Cancer	Prs@ LREX
LREX'|IP:GR with Dex treatment|Prostate Cancer	Prs@ LREX
MCF7|WTCHG01310|Mammary gland|Breast cancer (invasive ductal)|Malignant	Brs@ MCF-7
SaOS2|osteosarcoma cell line	Bon@ Saos-2
LNCaP|Enzalutamide, replicate 2	Prs@ LNCAP
LNCaP|Enzalutamide, replicate 1	Prs@ LNCAP
LNCaP|Bicalutamide, replicate 2	Prs@ LNCAP
LNCaP|Bicalutamide, replicate 1	Prs@ LNCAP
Human epididymal epithelial cells (pool of two individual samples)|epithelia|epididymis|immature	Gon@ Epididymis
Human epididymal epithelial cells|epithelia|epididymis|immature	Gon@ Epididymis
U2OS|U2OS cells, -Dox, input	Bon@ U2OS
U2OS|U2OS cells, +Dox, input	Bon@ U2OS
U2OS|U2OS cells, -Dox, pSer2 Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, +Dox, pSer2 Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, -Dox, pSer5 Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, +Dox, pSer5 Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, -Dox, total Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, +Dox, total Pol II ChIP	Bon@ U2OS
U2OS|U2OS cells, -Dox, Miz1 ChIP	Bon@ U2OS
U2OS|U2OS cells, +Dox, Miz1 ChIP	Bon@ U2OS
U2OS|U2OS cells, -Dox, Myc ChIP	Bon@ U2OS
U2OS|U2OS cells, +Dox, Myc ChIP	Bon@ U2OS
COLO829 melanoma cell line|COLO829 human melanoma cell line treated with PLX4032	Dig@ COLO 829
COLO829 melanoma cell line|COLO829 human melanoma cell line treated with DMSO	Dig@ COLO 829
Primary human melanocytes infected with a lentivirus for BRAFV600E|Primary Melanocyte	Epd@ Melanocytes
Primary human melanocytes infected with a lentivirus for RFP (control)|Primary Melanocyte	Epd@ Melanocytes
HCT116 colorectal cancer cells DNMT3BKO	Dig@ HCT 116
HCT116 colorectal cancer cells DNMT1KO	Dig@ HCT 116
Rhabdomyosarcoma|Rhabdomyosarcoma	Myo@ RD
human myoblast|myoblast	Myo@ Myoblasts
CSBN1 input DNA|fibroblast	Oth@ Fibroblasts
CSB input DNA|fibroblast	Oth@ Fibroblasts
CSBN1 CHIP|fibroblast	Oth@ Fibroblasts
CSB CHIP|fibroblast	Oth@ Fibroblasts
Raji|Burkitt's lymphoma	Bld@ RAJI
1	Unc@ Unclassified
HUVEC_acetylated H4_VEGF plus|human umbilical vein endothelial cells	CDV@ HUVEC
HUVEC_acetylated H4_minus|human umbilical vein endothelial cells	CDV@ HUVEC
HUVEC_NFATc1_VEGF plus|human umbilical vein endothelial cells	CDV@ HUVEC
HUVEC_NFATc1_minus|human umbilical vein endothelial cells	CDV@ HUVEC
HUVEC_H3K4me3 VEGF plus|human umbilical vein endothelial cells	CDV@ HUVEC
HUVEC_H3K4me3 minus|human umbilical vein endothelial cells	CDV@ HUVEC
Empty_Vehicle	Unc@ Unclassified
T47D-MTVLstably overexpressing H1.4-HA|breast cancer ductal carcinoma	Brs@ T-47D
T47D-MTVLstably overexpressing H1.2-HA|breast cancer ductal carcinoma	Brs@ T-47D
T47D-MTVLstably overexpressing H1.0-HA|breast cancer ductal carcinoma	Brs@ T-47D
LS174T|LS174T, input|colorectal carcinoma	Dig@ LS-174T
H295R/TR SF-1 cells|ChIP-seq_NRSF/REST_overexpressed SF-1|adrenocortical tumor	Oth@ NCI-H295R
H295R/TR SF-1 cells|ChIP-seq_NRSF/REST_basal SF-1|adrenocortical tumor	Oth@ NCI-H295R
HEK293|HEK293 cells, RNAPolII.Doxy1.0	Kid@ 293
HEK293|HEK293 cells, RNAPolII.Doxy0.0	Kid@ 293
HEK293|HEK293 cells, IgG.control	Kid@ 293
HEK293|HEK293 cells, IgG.shRECQL5-7	Kid@ 293
HEK293|HEK293 cells, RNAPolII.shRECQL5-7	Kid@ 293
HEK293|HEK293 cells, IgG.shRECQL5-5	Kid@ 293
HEK293|HEK293 cells, RNAPolII.shRECQL5-5	Kid@ 293
HEK293|HEK293 cells, IgG.shCTRL	Kid@ 293
HEK293|HEK293 cells, RNAPolII.shCTRL	Kid@ 293
IMR90|IMR90, IgG ChIP|lung fibroblasts	Lng@ IMR-90
HUES6-derived|Neurons, Nup98 ChIP|neurons	PSC@ hESC derived neural cells
HUES6-derived|Neural progenitor cells, IgG ChIP|neural progenitor cells	PSC@ hESC derived neural cells
HUES6-derived|Neural progenitor cells, Nup98 ChIP|neural progenitor cells	PSC@ hESC derived neural cells
HUES6|HUES6, IgG ChIP|embryonic stem (ES) cells	PSC@ hESC HUES6
HUES6|HUES6, Nup98 ChIP|embryonic stem (ES) cells	PSC@ hESC HUES6
K562|K562_TALE-3XFlag_input|erythrocytic leukaemia cells	Bld@ K-562
MDA-MD-231|MDA-MD-231, input	Brs@ MDA-MB-231
MDA-MD-231|MDA-MD-231, G18 ChIP	Brs@ MDA-MB-231
Umbilical vein|Primary cells	CDV@ Primary umbilical vein endothelial cells
SH-SY5Y|Fbio-Ctrl expressing SH-SY5Y cells|neuroblastoma cell line	Neu@ SH-SY5Y
mixed LuCaPs|Normal rabbit immunoglobulin	Prs@ LNCAP
LuCaP69 xenografted tumor tissue|overexpressed AR xenograft	Prs@ LNCAP
LuCaP73 xenografted tumor tissue|normal AR xenograft	Prs@ LNCAP
mixed LNCaP lines|pcDNA3.1 cell line	Prs@ LNCAP
MCF-7|luminal-A|breast cancer|adult	Brs@ MCF-7
HeLa|Hela_TFAM_20F8A9	Utr@ HeLa
HeLa|Hela_Input_20F8A9	Utr@ HeLa
iPSCs derived from ADSCs|ADS_iPS_Input|ADS_iPS	PSC@ iPS cells
iPSCs derived from ADSCs|ADS_iPS_Rpc155|ADS_iPS	PSC@ iPS cells
Adipose Derived Stem Cells|ADS_Input|ADS	Adp@ Adipose-Derived Mesenchymal Stem Cells
Adipose Derived Stem Cells|ADS_Rpc155|ADS	Adp@ Adipose-Derived Mesenchymal Stem Cells
H1 hESCs|H1_TFIIIC|hESC	PSC@ hESC H1
H1 hESCs|H1_Input|hESC	PSC@ hESC H1
H1 hESCs|H1_Rpc155|hESC	PSC@ hESC H1
hs_HeLa_RXR	Utr@ HeLa
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR G568W+FoxA1	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR G568W	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR Q640X+FoxA1	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR Q640X	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR C562S +FoxA1	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR C562S	Prs@ DU 145
prostate cancer cell line DU145|FOXA1_ChIP-seq_DU145 AR Q640X+FoxA1	Prs@ DU 145
prostate cancer cell line DU145|FOXA1_ChIP-seq_DU145 AR C562S+FoxA1	Prs@ DU 145
prostate cancer cell line DU145|FOXA1_ChIP-seq_DU145 AR + FoxA1 high	Prs@ DU 145
prostate cancer cell line DU145|FOXA1_ChIP-seq_DU145 AR + FoxA1	Prs@ DU 145
prostate cancer cell line DU145|FOXA1_ChIP-seq_DU145 AR	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR + FoxA1 high	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR + FoxA1	Prs@ DU 145
prostate cancer cell line DU145|AR_ChIP-seq_DU145 AR	Prs@ DU 145
prostate cancer cell line DU145|Input_DU145 Empty Vector	Prs@ DU 145
OCI-Ly7_P18|OCI-Ly7 lymphoma cells	Bld@ OCI-LY-7
eCenH3 HeLa S3|Heterotypic CenH3 (CenH3/H3) ChIP-seq|Cervical cancer	Utr@ HeLa
eCenH3 HeLa S3|Homotypic CenH3 (CenH3/CenH3) ChIP-seq|Cervical cancer	Utr@ HeLa
HCT116|HCT116_ser2p	Dig@ HCT 116
HCT116 colorectal cancer cell line|human colorectal cancer cell line	Dig@ HCT 116
E6-1|NELF-E shRNA+TNF stim|T lymphocyte supension|Peripherial Blood	Bld@ Jurkat (Clone E6-1)
E6-1|Control shRNA+TNF stim|T lymphocyte supension|Peripherial Blood	Bld@ Jurkat (Clone E6-1)
E6-1|NELF-E shRNA-unstim|T lymphocyte supension|Peripherial Blood	Bld@ Jurkat (Clone E6-1)
E6-1|Control shRNA-unstim|T lymphocyte supension|Peripherial Blood	Bld@ Jurkat (Clone E6-1)
MCF7|MCF7_Nutlin stimulated_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_Input|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_H2A.Zac_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_H2A.Z_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_H3K27ac_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_H3K122Ac_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_Nutlin stimulated_input|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_unstimulated_input|breast cancer cells	Brs@ MCF-7
MCF-7|MCF-7_RNAPII_ChIP-seq|breast adenocarcinoma cells	Brs@ MCF-7
MCF-7|MCF-7_Med12_ChIP-seq|breast adenocarcinoma cells	Brs@ MCF-7
MCF-7|MCF-7_LRH1_ChIP-seq|breast adenocarcinoma cells	Brs@ MCF-7
DLD-1|Colorectal cancer cells	Dig@ DLD-1
293T|FANCD2_IP_UV treated|human cell lines (kidney, embryonic)	Kid@ 293
293T|FANCD2_IP_UV untreated|human cell lines (kidney, embryonic)	Kid@ 293
H9|H9_SOX2_AF2018	PSC@ hESC H9
H9|H9_input	PSC@ hESC H9
HCC95|HCC95_p63_4A4	Lng@ HCC95
HCC95|HCC95_SOX2_AF2018	Lng@ HCC95
HCC95|HCC95_input	Lng@ HCC95
TT|TT_p63_4A4	Dig@ T.T
TT|TT_SOX2_AF2018	Dig@ T.T
TT|TT_input	Dig@ T.T
KYSE70|KYSE70_p63_4A4	Dig@ KYSE-70
KYSE70|KYSE70_SOX2_AF2018	Dig@ KYSE-70
KYSE70|KYSE70_input	Dig@ KYSE-70
Blood lymphocytes	Bld@ Lymphocytes
IMR90|OIS Ras-Induced H3K4me3|Ras-induced cells	Lng@ IMR-90
IMR90|Control H3K4me3|control cells	Lng@ IMR-90
IMR90|OIS Ras-Induced H3|Ras-induced cells	Lng@ IMR-90
IMR90|Control H3|control cells	Lng@ IMR-90
Pfeiffer cell line|Pfeiffer cell line	Bld@ Pfeiffer
WSUDLCL2 cell line|WSUDLCL2 cell line	Bld@ WSU-DLCL2
SUDHL6 cell line|SUDHL6 cell line	Bld@ SU-DHL-6
OCI-Ly1 cell line|OCI-Ly1 cell line	Bld@ OCI-LY1
SUDHL5 cell line|SUDHL5 cell line	Bld@ SU-DHL-5
Farage cell line|Farage cell line	Bld@ Farage
OCI-Ly7 cell line|OCI-Ly7 cell line	Bld@ OCI-LY-7
Primary Tissue|Left Ventricle|N/A|coronary artery disease	CDV@ Heart Ventricles
HeLa|HeLa 1.2.11 ALT (-) cells, HMBOX1 ChIP	Utr@ HeLa
HeLa|HeLa 1.2.11 ALT (-) cells, NR2C2 ChIP	Utr@ HeLa
HeLa|HeLa 1.2.11 ALT (-) cells, NR2F2 ChIP	Utr@ HeLa
HeLa|HeLa 1.2.11 ALT (-) cells, TRF2 ChIP	Utr@ HeLa
WI-38|WI-38 VA13 ALT (+) cells, HMBOX1 ChIP	Lng@ WI-38
WI-38|WI-38 VA13 ALT (+) cells, NR2C2 ChIP	Lng@ WI-38
WI-38|WI-38 VA13 ALT (+) cells, NR2F2 ChIP	Lng@ WI-38
WI-38|WI-38 VA13 ALT (+) cells, TRF2 ChIP	Lng@ WI-38
HeLa|HeLa 1.2.11 ALT (-) cells, HeLa input DNA	Utr@ HeLa
WI-38|WI-38 VA13 ALT (+) cells, VA13 input DNA	Lng@ WI-38
T32, 3rd pair, 2nd individual|CD14 cells	Bld@ Monocytes-CD14+
T31, 3rd pair, 1st individual|CD14 cells	Bld@ Monocytes-CD14+
T22, 2nd pair, 2nd individual|CD14 cells	Bld@ Monocytes-CD14+
T21, 2nd pair, 1st individual|CD14 cells	Bld@ Monocytes-CD14+
T11, 1st pair, 1st individual|CD14 cells	Bld@ Monocytes-CD14+
BT549|BT549 breast cancer cells, input|triple negative breast cancer cells	Brs@ BT-549
BT549|BT549 breast cancer cells, IgG ChIP|triple negative breast cancer cells	Brs@ BT-549
BT549|BT549 breast cancer cells, cJun ChIP|triple negative breast cancer cells	Brs@ BT-549
BT549|BT549 breast cancer cells, Fra1 ChIP|triple negative breast cancer cells	Brs@ BT-549
CD56+ ectoderm|Cell Line|ectoderm|presumed normal|NA	PSC@ hESC derived mesendodermal cells
NFkappaB ChIP-seq, EtOH|LCL	Bld@ Lymphoblastoid cell line
U2OS_E773R|Human osteosarcoma cell line	Bon@ U2OS
U2OS_30iiB|Human osteosarcoma cell line	Bon@ U2OS
MDA-MB-453|MDA-MB-453 chromatin input-seq|breast cancer	Brs@ MDA-MB-453
MDA-MB-453|TCF7L2 ChIP-seq vehicle treatment|breast cancer	Brs@ MDA-MB-453
MDA-MB-453|TCF7L2 ChIP-seq, 16h DHT treatment|breast cancer	Brs@ MDA-MB-453
MDA-MB-453|FOXA1 ChIP-seq, 16h DHT treatment|breast cancer	Brs@ MDA-MB-453
MDA-MB-453|AR ChIP-seq, 16h DHT treatment|breast cancer	Brs@ MDA-MB-453
MDA-MB-453|MYC ChIP-seq, 6h DHT treatment|breast cancer	Brs@ MDA-MB-453
UBN1 ChIP|HeLa	Utr@ HeLa
input DNA|HeLa	Utr@ HeLa
HIRA ChIP|HeLa	Utr@ HeLa
ASF1a ChIP|HeLa	Utr@ HeLa
HA.H3.3.input|HeLa	Utr@ HeLa
HA.H3.3.faire|HeLa	Utr@ HeLa
HA.H3.3 ChIP|HeLa	Utr@ HeLa
HT1080|HT1080_Input_DNA|Fibrosarcoma cells	Bon@ HT-1080
HT1080|HT1080_XPD_ChIP_Seq|Fibrosarcoma cells	Bon@ HT-1080
HT1080|HT1080_XPB_ChIP_Seq|Fibrosarcoma cells	Bon@ HT-1080
MDA231|MDA231_H3K4_me3	Brs@ MDA-MB-231
MDA231|MDA231_H3K4_input	Brs@ MDA-MB-231
MDA231|MDA231_MBD3	Brs@ MDA-MB-231
MDA231|MDA231_MBD3_input	Brs@ MDA-MB-231
